idempresa,idmercado,idindustria,infraestructura,bancos,insumo1,insumo2,enproceso,mercancias,clientes,proveedores,hipotecas,capitalsocial,utilidades
585,1,4,910510.6655,288701.7244,325389.8411,269868.1845,287316.0086,282112.2128,294243.4208,624702.7614,576321.1459,1175602.886,281515.2644
586,2,4,1110893.027,279367.0668,307589.3321,248665.4327,309239.4219,281475.6839,328022.512,625166.3516,690660.0217,1192675.643,356750.4599
587,1,4,917464.4788,294579.4025,312674.0447,337865.4048,263414.8062,276923.0826,321181.8725,614878.667,606286.3863,1293026.179,209911.8594
588,1,3,759468.4787,323755.9123,294442.4047,313293.2965,327330.2091,315027.582,306675.7533,593277.3768,664830.3581,1173441.61,208444.2919
589,2,4,994604.3264,334054.6092,321264.5018,311920.211,305370.7658,290643.4702,311016.8344,597993.4879,617330.0581,1062537.881,591013.2918
590,1,6,1447705.997,273240.3416,318297.2688,313115.1182,280370.9811,304181.4635,323848.2725,671479.9838,541405.2663,1256306.889,791567.3042
591,1,1,195527.2236,320914.913,296732.9103,304733.8151,301089.2043,326009.1171,281326.2363,638638.7826,610475.9586,1321725.125,-544506.4464
592,3,5,1120213.775,294334.0002,295777.0068,338247.3741,320140.9189,306614.6575,301787.25,594382.3364,559511.1921,1083356.959,739864.4951
593,1,6,1604574.473,285048.2408,288197.3145,308029.0778,297425.7469,298652.2862,302546.9556,618210.3135,628811.5007,1036103.316,1101348.964
594,2,4,1013842.024,318598.7936,288256.7007,322690.7323,309947.999,287392.2626,335270.7104,682472.48,610364.1543,1195073.153,388089.4357
595,3,1,181237.6525,282797.9863,336428.1654,309291.3652,291041.8219,267890.1461,303403.2455,626909.7028,587906.0683,1237100.212,-479825.6006
596,3,6,1555748.366,282480.2697,292727.5248,367365.0201,269690.2296,293347.1424,281755.8537,611933.4638,622179.602,1287960.229,821041.1125
597,3,5,1056768.823,273794.3859,327861.7952,293899.6793,317191.0776,301467.3603,284410.4082,602418.0328,549216.511,1285555.55,418203.4351
598,2,1,189817.0613,289885.2042,324955.4383,320218.5946,307438.4695,293738.2281,308967.059,573177.0346,544688.9668,1131098.173,-213944.119
599,1,5,1250731.985,277264.7419,291040.1277,312314.6785,322918.0191,312776.489,304318.0301,578272.5568,620137.104,1160401.764,712552.6465
600,3,5,1188105.178,333654.5459,286628.5796,320494.7055,284146.1593,303280.2653,318218.1248,599920.3165,574194.756,1148949.825,711462.6606
601,1,6,1583098.527,283752.6175,333534.6356,294085.4969,318379.8256,282969.512,313910.4257,573814.1991,617773.2705,1255399.31,962744.26
602,1,6,1731139.197,282877.6597,293780.7074,307455.5709,295794.6288,296291.7801,299040.7634,556270.6486,592239.8401,1137430.017,1220439.802
603,2,5,1224350.983,275249.626,302067.1798,304462.0258,279906.3809,315176.0603,303056.7613,568670.0542,647572.627,1261574.827,526451.509
604,2,5,1400620.659,261129.586,303179.465,275595.7101,299492.9228,300283.6855,288185.278,639131.4788,577203.5868,1147052.176,765100.0642
605,2,6,1633161.68,302218.1978,254599.1736,287330.9559,304854.5277,334923.767,298641.291,594244.2582,682279.9279,1254316.599,884888.8076
606,2,5,1136031.723,311663.9107,326163.5881,321055.9013,271372.0609,326050.4192,277653.8598,623026.4573,553706.1075,1255321.674,537937.2241
607,2,3,732564.5876,311924.7339,342573.1492,256271.2826,297379.3833,304565.2722,283419.6134,613574.9357,601740.2586,1316406.212,-3023.383887
608,2,2,612821.9436,270461.5245,318166.7089,328128.8015,289145.4132,287978.2803,297635.707,530575.1479,642055.3324,1133582.219,98125.67998
609,3,3,820634.5692,311682.535,282043.1504,283064.0494,277100.6034,300241.5568,271684.5654,596200.8457,577619.6057,1178125.639,194504.9389
610,3,1,198056.1157,305510.9149,318302.9488,350016.3999,301881.8899,343940.4881,283338.7836,594222.7465,635920.3282,1192108.506,-321204.0399
611,3,2,552823.9063,333424.2151,336721.5142,294596.7053,304482.1741,313561.205,289403.4882,566880.2812,559951.0857,1202853.436,95328.40571
612,1,1,230755.3094,325406.1581,310091.9515,315100.5976,320270.8286,282325.8271,304089.3656,607689.1472,559612.7755,1203349.264,-282611.1487
613,3,3,779261.1912,292289.1562,327616.0687,305672.8678,282541.2776,297156.6502,289272.1554,626258.1636,615447.2701,1238937.843,93166.09075
614,3,1,204361.6789,306538.5906,291523.0773,307239.4074,289810.7901,293797.0839,329906.5733,554276.3379,626078.0377,1272992.708,-430169.8821
615,1,2,609648.8845,334027.2295,251490.664,283293.6623,293839.5328,260750.8204,276521.6527,585336.7025,638310.2886,1210116.988,-124191.5327
616,2,1,238004.7749,303422.3158,313472.6795,308854.3496,310462.2992,301634.9236,285422.504,553569.7232,584891.7809,1170501.458,-247689.115
617,2,6,1617122.763,306866.2552,308127.9113,313641.3769,305339.3149,267400.4501,316826.5891,608327.916,618166.3161,1195568.141,1013262.287
618,3,2,627518.019,325392.0269,319049.5511,294933.1056,292234.3077,308356.7999,283159.0004,553578.2796,554752.2872,1303289.487,39022.75713
619,2,6,1743237.235,304502.0392,297429.3699,311771.2069,288144.1171,285291.3486,310842.5184,573455.1114,549523.7045,1199201.803,1219037.217
620,1,5,1161018.713,297873.77,292517.8425,282896.1962,331408.4705,305808.3394,312976.2355,661794.2851,661138.5094,1161008.054,500558.719
621,3,4,948489.7045,302854.217,295773.1213,336529.7576,322876.1251,282158.8588,295741.2424,707300.5612,616540.9963,1146556.113,314025.356
622,2,6,1497598.22,327532.327,283725.9301,278121.0985,294715.0817,293927.0232,306942.8133,649817.8531,550474.5665,1143167.415,939102.6593
623,3,3,752047.3572,351038.2596,317623.2604,291255.1932,333131.6973,310691.8291,276864.4616,603215.9199,595716.6525,1266979.917,166739.569
624,3,3,775163.8969,282125.3783,266171.1398,344093.6104,278242.9234,289922.0465,310611.9027,573462.2094,556253.5841,1128436.312,288178.7923
625,1,5,1233872.548,309617.1452,306644.6889,304119.2103,316336.3109,291524.6278,266460.9249,558983.6799,537434.7368,1233390.983,698766.0561
626,1,4,1148208.316,279541.8022,283474.1572,276144.3364,297227.1557,300388.6328,308801.9533,654189.3456,597197.4361,1244132.205,398267.3663
627,2,4,999861.3924,266501.6168,283880.2374,336943.0307,311161.6929,321763.7711,260330.1062,585343.8475,641974.5672,1112614.561,440508.8719
628,1,2,619728.602,331615.3002,298871.632,316592.2763,297364.3107,308099.3757,316212.8789,643895.8607,572160.4841,1162318.054,110109.9765
629,3,2,607277.2383,308549.1612,292165.0543,290120.1867,303132.4855,304486.1794,282389.6032,553710.669,619176.4308,1214144.452,1088.356703
630,2,5,1159688.231,265079.6786,291294.497,293225.1588,308363.0052,259979.1717,279033.924,570090.8244,695374.7002,1156447.926,434750.2154
631,1,2,613425.258,293177.4325,288272.8205,297176.4555,264828.9996,280053.4829,314813.2431,624437.4893,604137.8238,1107841.89,15330.48925
632,3,1,210764.3559,286115.2316,313275.5264,334454.1406,318900.5081,316676.946,299686.8707,646864.0903,496581.7244,1128540.697,-192112.9319
633,2,1,220447.0804,288777.7586,288999.3214,333401.5671,290768.2473,288920.1772,260593.839,651332.6352,573897.433,1263648.069,-516970.146
634,1,3,776037.7979,303670.1966,321708.5982,319984.8351,288406.1809,274309.9999,294745.106,600950.6657,597743.8638,1303229.03,76939.15553
635,2,1,231171.0749,300668.6207,295074.9785,292192.0359,286919.5058,297161.7427,327099.3917,633728.5965,665485.7277,1300470.023,-569396.9964
636,2,3,705249.3015,295234.9095,278936.768,318441.7093,312625.5369,303481.4301,291235.3962,663598.9131,596489.1706,1151625.927,93491.04051
637,1,2,597263.2457,289009.2302,294040.3588,301586.8361,313920.1476,303203.415,292634.4668,563487.0512,628859.7046,1269177.432,-69866.48732
638,1,1,199207.271,301226.0686,303033.7864,287979.4913,322432.657,281612.1496,274622.6153,601319.5885,639294.2209,1156647.49,-427147.2598
639,3,6,1588682.563,268293.6939,298883.825,274616.7547,271773.9573,302518.8534,289091.0553,667170.9108,610317.4582,1121875.249,894497.0845
640,3,3,699102.2665,284192.6722,305944.2635,300446.1984,309880.9132,304133.0962,271446.2677,618175.6271,623669.588,1204537.542,28762.92078
641,1,5,1190344.803,291095.8054,304807.0024,318049.0007,294702.415,286196.1708,293165.6324,628433.8165,558048.4913,1254200.815,537677.7075
642,2,1,216735.3118,322090.2306,285877.5005,268195.4278,335622.9141,279788.5789,263916.0731,560798.7338,699480.1777,1184804.677,-472857.5521
643,3,5,1170208.742,307593.4739,299334.7269,301013.7978,279800.8277,271954.4275,306936.1029,556314.1348,637124.4509,1235842.224,507561.2885
644,3,1,193123.6509,282431.6214,287519.5049,313808.3877,311542.3225,299281.1805,329899.0943,535635.726,654791.3228,1146195.727,-319017.014
645,1,5,1179143.821,264535.1611,304834.0259,275770.6932,312665.5529,296313.0446,281136.266,547249.8441,632230.584,1231649.227,503268.9098
646,2,1,195113.2932,326425.5126,265656.7079,274660.7632,314640.2274,251643.7522,303183.6168,606744.5503,603022.1933,1280409.337,-558852.2074
647,1,2,663194.8821,299429.2921,291894.9729,306189.7004,317292.4063,352061.0347,295675.5822,592117.3696,576617.0489,1121494.904,235508.5479
648,3,3,793450.4954,276395.9721,342236.4605,311965.3749,264110.7416,348539.2623,302328.6006,598772.5881,526754.7491,1146892.835,366606.7351
649,1,2,540787.2279,292108.9109,260333.076,268831.9979,335344.8536,313677.8653,247289.8022,567579.5583,612186.6536,1139034.376,-60426.85417
650,1,3,812733.541,326771.5484,308698.9087,328655.7594,313995.6232,282539.4975,300831.0725,648346.7918,649267.2214,1165378.432,211233.5056
651,2,3,775164.9171,288151.2307,270113.4545,281142.6866,263500.2415,319579.0994,291874.9404,628921.5269,579102.3059,1204228.374,77274.36278
652,3,5,1355222.022,262812.9678,299580.9166,286251.7741,296667.0742,300688.7042,314525.0836,530342.4927,542384.8232,1215382.58,827638.6468
653,3,5,1184468.085,341461.596,308915.4906,310580.7813,301390.015,314962.8616,321452.6113,637336.0453,643517.1112,1160132.298,642245.9862
654,3,1,197270.978,292267.0983,311435.9606,313738.1396,298767.5571,315882.404,304708.2061,655947.7051,653880.2835,1161602.185,-437359.8304
655,1,3,847288.8044,285982.1184,254909.4406,333229.7543,298356.7514,280555.4909,287341.6239,508779.9901,637315.1392,1286122.109,155446.7453
656,3,2,641976.6717,320978.8813,326139.5585,336682.4824,298877.2386,306716.1529,312895.4971,667785.5038,531630.9229,1261246.741,83603.31438
657,3,6,1781335.493,265160.9471,311918.9409,296340.095,292061.7101,275835.2653,319479.6528,646502.8939,592351.8036,1182362.66,1120914.747
658,1,2,640023.9648,306433.4161,323062.1265,286382.3516,334081.9922,312479.7056,287582.6373,636068.4108,615054.7273,1214385.616,24537.43984
659,1,5,1116960.176,291798.8933,278384.9771,336233.7081,316857.6805,299434.6001,343684.3174,599582.0415,612868.4713,1221650.327,549253.5128
660,1,2,644693.1192,280560.9224,289500.7309,324947.8594,303840.6882,304591.3356,292371.5892,660657.0717,679440.5904,1138749.638,-38341.05521
661,3,2,548334.8474,296228.2066,286450.8773,293682.0065,285489.6952,319546.3,275285.6515,672780.517,572473.6562,1135886.411,-76122.99958
662,3,4,1003196.299,291261.4501,318109.1818,279223.9653,314024.8222,296350.9898,302188.7021,615665.0281,653412.5825,1133836.598,401441.2014
663,1,1,201651.3906,310944.6725,298553.9091,316292.6452,311125.8731,290881.3494,303958.4031,605978.7971,608323.8942,1135979.17,-316873.6179
664,1,2,656008.9296,308493.3088,313719.1214,321652.2578,261522.7076,285647.3272,283752.264,612257.8813,598055.0179,1173069.845,47413.17198
665,1,4,1016096.876,327504.2028,298460.2566,292129.9697,325044.8822,285554.7654,308892.0731,551122.8331,532607.9538,1184105.42,585846.8185
666,2,3,764058.0572,300335.6579,289544.6023,348875.9781,312771.2494,278254.5621,320122.322,528944.0228,572117.2934,1223244.377,289656.7356
667,1,3,820475.3914,252316.4448,267862.0029,307070.4036,309929.6837,289445.8314,333580.174,622361.5604,568893.4657,1084520.387,304904.5187
668,1,3,776999.0195,304355.3017,337416.7955,322852.7621,294048.6849,297061.9009,285711.9301,667137.9645,642249.1792,1197333.867,111725.3835
669,1,4,980790.6443,302830.0484,279570.5161,310347.4427,333317.769,272153.1723,290135.6722,572296.6706,576118.8067,1180567.575,440162.2124
670,3,2,687050.4903,302932.5943,262787.415,301029.924,297530.8364,242376.2033,270341.8642,633494.9983,614012.4267,1157931.907,-41390.00473
671,1,3,802516.5393,264601.4782,312117.3638,313235.1314,336454.5197,277056.4598,304496.0854,558677.7752,577408.776,1229359.605,245031.4217
672,3,1,217470.7882,286669.7131,285061.8847,284486.7402,281306.8848,298507.6141,303920.4335,635096.3931,612403.4838,1189642.533,-479718.3511
673,3,3,815233.6515,304519.55,333342.347,341711.849,304386.8047,293808.0783,280125.5744,610596.9451,574855.6762,1209652.197,278023.0368
674,3,2,616556.4347,307255.1456,328084.873,287307.8717,295435.4747,281371.8456,282276.7989,624520.6036,503889.1902,1121352.8,148525.8506
675,1,3,757885.9082,323139.3952,325186.4222,290339.3922,288314.4387,258198.964,333206.0044,611830.3211,578915.8669,1064487.157,321037.1794
676,3,1,220715.7233,305756.1549,266589.6193,268521.444,316992.9329,276074.9791,295320.287,619099.8947,522053.9578,1188994.843,-380177.5547
677,1,5,1193490.122,306679.6078,287177.1802,303054.1148,320240.4826,334796.1102,303588.0246,620965.8055,598302.7938,1125894.223,703862.8195
678,1,1,200421.2337,284969.262,331327.0942,297454.4504,291320.4979,304665.3749,286421.3053,551168.6121,627699.8363,1095613.921,-277903.1506
679,2,4,1034218.933,299796.154,309770.7237,293320.1202,302627.1269,282664.1991,304814.288,608346.7512,572902.9028,1324859.33,321102.5607
680,2,5,1204018.75,313998.374,307438.9108,298218.3733,267529.4454,283503.049,323228.5875,581916.2165,614728.6696,1202929.153,598361.451
681,2,3,853378.776,299335.9543,277007.6803,274164.5914,298199.9591,307912.1788,306134.3617,633186.4072,587432.8393,1203951.395,191562.8598
682,2,3,851884.3168,308196.6454,310902.0961,308184.7455,329128.6217,298204.6337,304156.4974,567001.4194,593241.6547,1282740.034,267674.4486
683,1,4,973163.8415,289108.2041,329445.2131,254235.0592,333194.6251,286800.0447,282426.8724,630800.1416,662046.5356,984075.4702,471451.7127
684,2,2,615265.2102,272211.8985,289376.4623,287859.9958,313508.4597,285273.2682,342199.8671,590446.2287,635861.2121,1178992.738,394.9826822
685,3,5,1239218.305,262449.3913,322252.4368,319303.5358,311939.4419,296738.3289,305305.0062,570158.2384,609352.7617,1163383.139,714312.306
686,2,4,972093.7582,288862.2165,282084.9474,276771.181,298600.2464,296305.3407,297390.0362,600204.5278,595372.0231,1036793.668,479737.5072
687,3,4,922207.4771,293805.5214,292769.1443,312220.0687,294292.6054,327730.9629,345265.2844,607333.7192,616478.8813,1225826.009,338652.455
688,3,2,620134.5625,315160.5361,302945.9299,324501.3839,326781.9852,303820.0964,307864.6696,635786.1031,658725.4235,1101566.379,105131.2577
689,2,2,594424.4043,309324.0434,291624.0241,320850.2501,356306.3981,340223.9462,309374.72,628434.4594,635599.4418,1216754.904,41338.98147
690,1,1,209870.7564,299347.2439,302703.1051,325390.0281,314536.9415,281741.1383,304756.0415,643164.6709,634769.8019,1234252.95,-473842.1683
691,3,2,640381.4676,299920.5482,291295.9384,299337.5453,326687.0463,282256.2264,332809.5648,606391.2251,625539.5395,1156644.605,84112.96753
692,3,6,1578340.325,321229.2785,305641.1525,316387.1987,326136.8116,307660.6092,324054.372,613633.1942,681554.5903,1193611.886,990650.0769
693,2,1,208444.2432,292260.3535,292112.3708,297780.1588,286171.7842,290384.0793,300789.2466,566859.455,645357.5095,1266048.032,-510322.7599
694,3,2,612401.9163,284676.5896,325909.6966,320490.9093,308517.5818,314734.7147,268999.3052,585189.6853,677853.7495,1169894.655,2792.623785
695,2,5,1130645.436,298782.9608,315848.6218,304384.2999,289153.7318,321162.5546,314456.0974,534407.7919,615686.0457,1132196.441,692143.4241
696,3,5,1103187.396,301434.203,323924.2354,298036.0733,274116.5316,285179.5218,275352.3761,623520.9188,556411.5239,1146098.709,535199.1855
697,2,1,208546.9629,303939.7922,317566.6007,302925.9381,287657.7779,299863.8649,324248.9909,593368.7317,571640.7455,1273629.274,-393888.8231
698,2,3,865749.9389,304070.6057,320762.7036,296753.4331,352125.4036,278893.6959,300526.1513,626387.6346,612666.6933,1224251.517,255576.087
699,1,3,833710.6066,304408.6452,289478.9281,313190.2847,328019.882,283656.3646,280776.3923,640174.7047,625291.9751,1220033.691,147740.7327
700,3,4,982459.7184,299763.6673,319616.1858,313355.6788,347048.8365,272781.7511,290131.1338,613498.7159,619600.2472,1306656.55,285401.4581
701,2,6,1478435.036,336577.1185,302730.5582,328061.3256,302599.6634,273444.9862,284134.3341,632008.6631,608238.2629,1288264.001,777472.0945
702,3,6,1624584.939,303666.7095,250109.9947,299827.1547,333207.7341,256182.9943,293859.1414,518460.0119,531208.5284,1217411.64,1094358.487
703,2,2,609019.1879,337388.2067,295580.6669,335027.7404,256040.4055,311059.8385,300357.7211,609255.5856,533873.8163,1322261.245,-20916.8797
704,1,1,203318.4558,316253.5348,303272.8582,337767.23,314184.7623,276608.8475,293620.5996,575131.9881,570082.9413,1106058.098,-206246.739
705,1,3,760543.5582,261702.7879,311430.7249,276468.6078,326092.4923,320898.6381,283173.8635,579108.8238,668440.5623,1189317.482,103443.805
706,3,4,841898.6534,270131.1607,320817.2908,302771.0526,293152.6905,273174.7273,362942.6408,583450.6695,557857.4581,1432466.032,91114.05613
707,2,3,838144.4304,297012.6521,312673.3454,305708.3225,285357.0902,285174.6202,334121.4748,628491.1864,628519.6137,1201560.621,199620.5147
708,1,6,1751670.449,310639.6136,314941.6017,326648.4402,308644.5184,275223.917,295319.4606,679261.0032,657158.3745,953337.9921,1293330.631
709,3,1,200119.9171,295705.5419,252270.0194,272528.7745,281755.7966,285772.5198,302582.8579,601795.2231,605648.1911,1166788.529,-483496.5156
710,3,4,1032224.627,284451.4868,296561.8787,273654.7141,309786.6198,330040.2307,270526.8693,600855.3877,600159.6543,1160159.367,436072.0169
711,3,2,586219.8766,303660.2578,304719.4697,262077.4229,321576.7445,323873.3483,305361.1171,597124.3854,697373.8553,1172949.356,-59959.3593
712,1,5,1306473.276,297460.642,293632.0779,280881.0988,315642.7693,288133.5683,252003.5575,544790.2214,606512.9863,1181855.677,701068.1044
713,3,2,608129.0067,290646.7165,287876.5272,262509.8404,306887.5656,324560.8194,277715.3571,641041.9955,624824.7132,1156559.029,-64099.90455
714,3,3,806300.6346,320646.0978,306157.1676,282658.8242,287116.4758,338012.7758,268777.3348,606781.1587,624563.6598,1025881.659,352442.8335
715,1,2,570136.318,257966.9635,276449.5617,297438.8147,299288.1828,313562.0939,285324.9172,583323.0343,596894.8041,1127043.416,-7094.402798
716,2,3,792209.1939,290108.9924,300294.0388,308546.6749,249830.2073,305324.2254,298946.1446,655273.0194,650575.0998,1149955.761,89455.59721
717,2,1,207375.0193,342310.8496,337707.4108,300035.3088,297921.5717,311884.5313,286591.6263,659202.4425,531506.053,1076492.956,-183375.1337
718,1,2,606388.7342,330128.8506,319997.6726,314871.335,317922.5987,299370.1609,296860.8108,596320.4656,542919.219,1135316.452,210984.0262
719,1,6,1642710.909,319448.2161,303604.71,294625.1118,318742.0364,300164.1676,354149.0407,652460.6051,596690.4838,1168384.277,1115908.826
720,1,4,958732.0067,292599.8255,308112.0202,280201.8261,294319.463,319001.1591,290224.8221,589689.3416,713878.8051,1241496.645,198126.3313
721,1,6,1426633.618,309322.6779,287066.0483,277092.1147,274035.304,344158.6953,324309.3444,584827.588,564565.4003,1233665.598,859559.2165
722,2,1,199479.4584,316804.143,274693.4088,278202.4481,287283.5795,309777.338,303741.8756,603699.6974,548020.4491,1144733.744,-326471.639
723,2,6,1571193.676,306879.933,325352.9867,297719.7878,307215.243,286319.9003,284458.2098,534333.6644,675825.3348,1076202.095,1092778.642
724,3,6,1568764.013,277991.8929,268372.3921,278375.5548,304548.2374,270687.8687,293781.9732,605789.0894,559443.9596,1236589.789,860699.0948
725,3,5,1087293.716,300246.752,282946.0103,338328.2038,324946.8707,306759.9746,319233.1586,651155.5998,597795.1959,1219794.921,491008.9688
726,2,3,857819.8142,309059.2465,298751.0521,316179.9362,294703.1093,307050.3132,332026.6781,600323.3594,604689.1703,1423413.636,87163.98397
727,2,3,829534.4117,280550.3086,301417.2134,271134.0259,267557.0186,318536.2195,310119.9154,610851.234,621774.9181,1071614.511,274608.4496
728,1,5,1230927.38,291411.0428,308189.566,277668.0715,273279.8808,287766.2188,312304.9547,580373.2731,564401.4339,1196876.274,639896.1335
729,2,1,200253.0709,331217.3505,288918.594,284215.9227,284974.5019,280528.3738,359009.2879,570231.2916,563155.0015,1202598.728,-306867.9195
730,1,5,1220445.715,293877.66,284216.227,276085.1419,338514.2867,310370.2286,312731.2484,636632.6892,622246.9052,1221587.718,555773.1958
731,3,5,1400055.901,319806.8111,302999.6311,304297.5155,283988.2756,278058.3946,288621.6857,563698.1832,554351.3285,1137011.764,922766.9391
732,1,5,1125329.05,337040.9673,297912.4059,311064.2474,324461.5715,285494.7449,310994.1294,622704.4163,590853.1799,1146918.348,631821.172
733,2,5,1124402.73,300759.9266,314449.0766,273103.724,270568.3817,294924.974,286147.3086,567921.5062,593267.5374,1105789.284,597377.7941
734,2,2,602958.5091,323236.8211,319537.9503,291092.9035,306984.9591,262049.8573,290917.2142,631624.6546,539224.4341,1159690.446,66238.68017
735,1,5,1242402.459,295096.1337,304714.3714,298532.2353,306200.1999,247609.3131,307436.836,606254.7839,583380.8786,1158850.291,653505.5947
736,1,3,757239.3826,302594.5011,314900.4071,316884.5375,317137.7507,309770.8714,310611.6638,606395.4804,550468.6125,1334500.613,137774.4085
737,2,5,1324571.754,296178.5907,284916.1533,282341.3333,267695.6768,303551.875,299369.0255,570846.937,691445.296,1333742.388,462589.7869
738,2,3,847439.1686,285795.8803,276769.0974,311445.5953,302417.9797,318300.4746,306325.3277,624304.2877,629996.8694,1139985.74,254206.6266
739,2,1,199096.1699,307893.5386,321699.3013,305075.1891,289414.2245,289062.6568,312377.7624,593882.0067,558188.101,1209160.1,-336611.3654
740,1,2,604902.2786,281171.5004,301356.1748,290235.8015,291758.5359,312341.617,301592.3853,558403.9889,572904.3885,1244051.095,7998.82106
741,1,1,197142.3705,284148.8623,279570.8221,297371.1001,256251.0744,298537.2946,297645.0896,620512.4447,561426.8439,1144645.666,-415918.3406
742,2,6,1602011.159,265899.4866,294912.8173,302074.7898,299446.4165,292060.8468,305648.2808,623717.4586,621224.0104,1281467.121,835645.2066
743,3,1,199856.5813,304966.7553,288263.5125,330134.7492,269912.0188,331889.0946,325358.1523,591827.1349,561448.5726,1250246.271,-353141.1147
744,1,5,1206894.542,319543.8829,287123.0011,286960.8172,277795.7713,296002.529,296020.1902,581845.8366,608092.1284,1070793.78,709608.9887
745,1,4,1026709.78,292005.6819,261020.0758,280718.969,324572.7124,305269.54,325279.3824,638654.4834,640819.4055,1167962.178,368140.074
746,2,4,1039455.011,275105.7042,328870.3519,301704.5819,306956.9379,312733.4461,280747.9849,611782.5408,648319.5006,1062214.544,523257.4329
747,2,4,994830.7673,282262.6937,285778.1285,300717.9911,304795.8323,279820.3975,306650.82,594242.2096,582159.8273,1140242.095,438212.4988
748,2,6,1637366.629,311454.3807,342247.3584,304051,280486.3278,299796.4452,335164.0486,653585.3672,640822.6932,1168341.227,1047816.903
749,3,1,200650.7323,303171.7104,300076.9054,300271.9475,317907.08,275023.4412,294756.3618,585618.0271,535580.8513,1144808.197,-274148.8969
750,2,1,211381.6404,338541.8682,311432.12,301709.3711,290185.5956,270857.1507,337963.0556,577271.9593,633425.9479,1264641.112,-413268.2173
751,1,6,1684759.248,299437.1996,301602.145,292452.4294,293111.4916,310972.2332,305797.2291,654252.2899,587943.034,1287909.721,958026.9307
752,1,3,804161.7819,288223.8696,284897.7703,297125.0873,281570.7005,317176.2546,271704.7086,598249.9811,547590.4381,1316730.458,82289.29584
753,1,5,1141128.103,298097.1612,297004.0325,341079.7741,323863.6905,307358.8868,340717.114,600867.9574,563942.5504,1270689.271,613748.983
754,2,5,1090261.258,286478.4037,278435.0425,314818.9025,297577.8496,293629.933,307658.4171,585374.6502,557527.7504,1303807.172,422150.2336
755,2,4,963936.0152,301843.3191,285094.3376,323816.7283,289739.7015,315407.6946,318070.2444,657815.2485,593168.2074,1247150.874,299773.7108
756,3,1,175890.7849,303455.212,304529.7413,295873.093,294514.89,318678.1432,298120.9739,635743.1682,565366.9955,1100806.691,-310854.0162
757,3,4,1036412.708,276082.3336,327563.1363,314177.781,311283.437,318169.9855,314225.3894,660764.4749,594562.3445,1159119.169,483468.7825
758,2,2,630923.288,298838.871,287407.8823,317437.7566,319706.8659,299833.4245,308674.776,622609.5525,669383.4925,1121344.04,49485.77985
759,3,5,1146031.383,274215.3921,300341.7657,317397.8356,265399.3623,263043.1391,329116.0151,615541.2222,612832.2231,1287094.763,380076.6848
760,1,5,1077144.65,273337.1797,291440.3934,304163.2338,307889.9997,328487.1446,305964.1258,604991.348,639623.6007,1156416.09,487395.6889
761,1,6,1379419.709,291913.3141,310393.3025,298366.3285,310214.175,310992.7564,300274.3525,663839.1756,525620.7959,1367235.082,644878.8843
762,3,3,720769.303,261939.4752,291765.3837,330650.0781,281443.2905,307495.2562,295009.2287,528071.1883,648146.501,1307283.17,5571.156286
763,1,6,1500888.603,312313.3443,293832.5783,281548.9305,279557.1273,285678.8809,288799.9027,628608.4399,561794.8414,1243681.115,808534.9707
764,2,3,897420.4249,267667.4013,282488.4626,281373.0054,295727.712,274822.5264,298398.142,566807.0461,602521.3634,1213953.38,214615.8846
765,1,3,831977.897,296300.6045,279450.9812,258767.5007,277772.996,262650.8474,335050.1343,520792.7376,656804.2292,1232861.363,131512.6316
766,1,4,1043093.422,300852.1066,306819.7908,295227.5779,332967.4649,288832.3936,299502.8927,590327.4851,674266.6848,1238345.916,364355.5616
767,2,5,1166983.808,316765.7581,293866.9147,286718.888,294039.4541,272985.3169,328215.6705,527635.9036,594264.3205,1290490.165,547185.4219
768,1,6,1638291.261,331705.4196,288210.843,329089.6366,266139.3618,317122.8669,309666.2195,660277.0965,586231.7193,1148169.459,1085547.334
769,2,4,840637.9788,288915.1372,342745.0998,326925.8976,288189.1834,267893.6676,298431.4746,645834.7695,591662.4055,1140216.817,276024.4465
770,2,5,1140239.693,295433.0581,296230.4039,363130.8121,327066.8745,310755.1396,250490.087,539061.834,604031.8403,1241495.096,598757.2981
771,1,6,1651575.061,299979.3389,307539.207,328150.3735,280856.8053,301087.8085,292772.01,619677.1298,498132.5967,1015184.01,1328966.868
772,1,1,210484.0794,306272.8531,345973.3763,305693.3649,281329.043,287673.7263,277439.8272,614523.6996,614014.9164,1206711.552,-420383.898
773,1,2,574085.8175,315116.9799,306608.0885,282458.0567,294114.1149,285831.7057,268799.13,710993.1571,574888.5597,1256799.448,-215667.2716
774,2,4,966837.4109,311476.9595,331160.2266,279942.8182,267321.6838,329001.2896,294370.8125,614976.228,583872.0337,1268663.061,312599.8784
775,3,2,607728.1019,295682.543,319889.3395,309429.7101,319305.4944,296123.1299,292217.0228,604629.5503,606515.5187,1365574.989,-136344.7168
776,3,3,713456.9366,270484.7309,311679.2264,299432.7312,283330.4441,315808.5317,320673.083,595530.4317,574410.3228,1098458.713,246466.2161
777,1,3,808864.2986,301091.335,299008.1403,265639.0063,294499.4872,282288.4638,296899.81,667642.7677,589056.8319,1274342.03,17248.91154
778,3,4,1104533.908,276692.8882,310464.7939,299999.5685,318648.6563,316984.6387,318724.7327,616722.2504,615714.1121,1287142.674,426470.1498
779,3,6,1429680.795,277489.2555,260117.613,293871.5618,290054.2007,279545.7878,312129.3863,677551.5365,605875.8182,1094423.017,765038.2285
